Time (s)	Channel 1 (V)
-0.0003276745454545455	0.031102072487188014
-0.0003276545454545455	0.03656027260877783
-0.00032763454545454545	0.04383787277085125
-0.00032761454545454546	0.018366272203478442
-0.00032759454545454547	0.04019907268983771
-0.0003275745454545455	0.04019907268983771
-0.0003275545454545455	0.0492960728924874
-0.0003275345454545455	0.03110207248722111
-0.00032751454545454546	0.03474087256824458
-0.00032749454545454547	0.03292147252771795
-0.0003274745454545455	0.027463272406128135
-0.0003274545454545455	0.03292147252771795
-0.0003274345454545455	0.04565727281140436
-0.00032741454545454546	0.03837967264927137
-0.00032739454545454547	0.018366272203478442
-0.0003273745454545455	0.018366272203478442
-0.0003273545454545455	0.03837967264930777
-0.0003273345454545455	0.022005072284568102
-0.00032731454545454545	0.02018567224401831
-0.00032729454545454546	0.025643872365598196
-0.0003272745454545455	0.04383787277089758
-0.0003272545454545455	0.04019907268983771
-0.0003272345454545455	0.022005072284538317
-0.00032721454545454545	0.04201847273034448
-0.00032719454545454546	0.029282672446658074
-0.00032717454545454547	0.03474087256824789
-0.0003271545454545455	0.031102072487188014
-0.0003271345454545455	0.022005072284538317
-0.0003271145454545455	0.03474087256822472
-0.00032709454545454546	0.03474087256824789
-0.00032707454545454547	0.04019907268983771
-0.0003270545454545455	0.029282672446658074
-0.0003270345454545455	0.023824472325068256
-0.0003270145454545455	0.025643872365594886
-0.00032699454545454546	0.012908072081928337
-0.00032697454545454547	0.03474087256824789
-0.0003269545454545455	0.03656027260877783
-0.0003269345454545455	0.03837967264930777
-0.0003269145454545455	0.027463272406147994
-0.00032689454545454545	0.025643872365611435
-0.00032687454545454546	0.03292147252771795
-0.0003268545454545455	0.02018567224400838
-0.0003268345454545455	0.014727472122418563
-0.0003268145454545455	0.03837967264926474
-0.00032679454545454545	0.029282672446661384
-0.00032677454545454546	0.031102072487188014
-0.00032675454545454547	0.022005072284538317
-0.0003267345454545455	0.03656027260877783
-0.0003267145454545455	0.029282672446658074
-0.0003266945454545455	0.03474087256823796
-0.00032667454545454546	0.02018567224400838
-0.00032665454545454547	0.03837967264930777
-0.0003266345454545455	0.031102072487188014
-0.0003266145454545455	0.023824472325068256
-0.0003265945454545455	0.031102072487174774
-0.00032657454545454546	0.02928267244664153
-0.00032655454545454547	0.02018567224400838
-0.0003265345454545455	0.027463272406128135
-0.0003265145454545455	0.03474087256824789
-0.0003264945454545455	0.018366272203508227
-0.00032647454545454545	0.031102072487188014
-0.00032645454545454547	0.031102072487188014
-0.0003264345454545455	0.031102072487188014
-0.0003264145454545455	0.04383787277089758
-0.0003263945454545455	0.04383787277089758
-0.00032637454545454545	0.04747667285192437
-0.00032635454545454546	0.029282672446658074
-0.0003263345454545455	0.025643872365598196
-0.0003263145454545455	0.03656027260877783
-0.0003262945454545455	0.029282672446658074
-0.0003262745454545455	0.025643872365604815
-0.00032625454545454546	0.025643872365598196
-0.00032623454545454547	0.03292147252771795
-0.0003262145454545455	0.025643872365598196
-0.0003261945454545455	0.04565727281142752
-0.0003261745454545455	0.014727472122474824
-0.00032615454545454546	0.025643872365598196
-0.00032613454545454547	0.025643872365598196
-0.0003261145454545455	0.03292147252771795
-0.0003260945454545455	0.025643872365598196
-0.0003260745454545455	0.029282672446651455
-0.00032605454545454546	0.029282672446651455
